"SampleID","TA","Mass"
"20160314_Tank1",2715.86423095561,60.3463
"20160317_Header1",2727.49378688079,59.5903
"20160314_Tank4",2702.23845499924,58.7874
"20160314_Tank6",2583.42907960619,60.8088
"20160314_Tank6.2",2577.83792225186,60.0862
"20160317_Tank1",2724.60180518169,60.5281
"20160317_Tank2",2899.37712554393,59.766
"20160317_Tank2.2",2914.91886289592,60.9724
"20160317_Tank5",2746.82812342766,60.3306
