"SampleID","TA","Mass"
"20160314_Bottle101_Tank1",2714.33235628801,60.3463
"20160317_Bottle113_Header1",2726.43422999622,59.5903
"20160314_Bottle108_Tank4",2700.18383369369,58.7874
"20160314_Bottle111_Tank6",2581.60373207836,60.8088
"20160314_Bottle112_Tank6",2576.74872140913,60.0862
"20160317_Bottle117_Tank1",2722.44266983248,60.5281
"20160317_Bottle119_Tank2",2893.68954418702,59.766
"20160317_Bottle120_Tank2",2911.16522695427,60.9724
"20160317_Bottle126_Tank5",2743.90753635487,60.3306
